pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
John Zogby Strategies,1.8,Illinois,Donald Trump,REP,36.5,643,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Indiana,Donald Trump,REP,44.6,418,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Iowa,Donald Trump,REP,38.8,405,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Kansas,Donald Trump,REP,43.8,410,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Kentucky,Donald Trump,REP,51.5,402,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Louisiana,Donald Trump,REP,51.2,501,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Maine,Donald Trump,REP,37.1,350,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Maryland,Donald Trump,REP,33.7,530,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Massachusetts,Donald Trump,REP,33.3,534,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Michigan,Donald Trump,REP,41.1,640,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Minnesota,Donald Trump,REP,36,417,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Mississippi,Donald Trump,REP,50,423,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Missouri,Donald Trump,REP,45,509,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Montana,Donald Trump,REP,50,301,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Nebraska,Donald Trump,REP,46.6,307,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Nevada,Donald Trump,REP,46.3,517,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,New Hampshire,Donald Trump,REP,39.9,515,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,New Jersey,Donald Trump,REP,39.8,530,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,New Mexico,Donald Trump,REP,35.8,505,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,New York,Donald Trump,REP,38.9,749,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,North Carolina,Donald Trump,REP,44.6,641,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,North Dakota,Donald Trump,REP,51.2,300,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Ohio,Donald Trump,REP,47,643,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Oklahoma,Donald Trump,REP,46.4,391,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Oregon,Donald Trump,REP,38.6,419,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Pennsylvania,Donald Trump,REP,41.1,628,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Rhode Island,Donald Trump,REP,39.3,398,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,South Carolina,Donald Trump,REP,47,501,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,South Dakota,Donald Trump,REP,50.6,303,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Tennessee,Donald Trump,REP,52.3,510,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Texas,Donald Trump,REP,44.6,743,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Utah,Donald Trump,REP,39.7,414,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Vermont,Donald Trump,REP,29.1,272,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Virginia,Donald Trump,REP,40.7,586,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Washington,Donald Trump,REP,30.7,418,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,West Virginia,Donald Trump,REP,58.2,383,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Wisconsin,Donald Trump,REP,41.4,518,Voters,2024-04-13,2024-04-21,Older
John Zogby Strategies,1.8,Wyoming,Donald Trump,REP,52.6,249,Voters,2024-04-13,2024-04-21,Older
Suffolk,2.9,Massachusetts,Donald Trump,REP,22,500,Voters,2024-04-16,2024-04-20,Older
Siena,2.7,New York,Donald Trump,REP,37,806,Voters,2024-04-15,2024-04-17,Older
Meredith College,1.6,North Carolina,Donald Trump,REP,41,711,Voters,2024-04-11,2024-04-17,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,46,1128,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,51,1128,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,42,1126,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,49,1126,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,44,1141,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,1141,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,41,1198,Voters,2024-04-11,2024-04-16,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,48,1198,Voters,2024-04-11,2024-04-16,Older
Noble Predictive Insights,2.4,Utah,Donald Trump,REP,54,600,Voters,2024-04-08,2024-04-16,Older
Noble Predictive Insights,2.4,Utah,Donald Trump,REP,47,600,Voters,2024-04-08,2024-04-16,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,802,Voters,2024-04-08,2024-04-15,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,802,Voters,2024-04-08,2024-04-15,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,40,708,Voters,2024-04-08,2024-04-15,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,45,708,Voters,2024-04-08,2024-04-15,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48,450,Voters,2024-04-08,2024-04-14,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,51,450,Voters,2024-04-08,2024-04-14,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,703,Voters,2024-04-08,2024-04-14,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,51,703,Voters,2024-04-08,2024-04-14,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,44,702,Voters,2024-04-08,2024-04-14,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,702,Voters,2024-04-08,2024-04-14,Older
Mason-Dixon,2.6,North Carolina,Donald Trump,REP,49,635,Voters,2024-04-09,2024-04-13,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,801,Voters,2024-04-08,2024-04-13,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,49,801,Voters,2024-04-08,2024-04-13,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,43,803,Voters,2024-04-08,2024-04-13,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,47,803,Voters,2024-04-08,2024-04-13,Older
Cygnal,2.1,Oklahoma,Donald Trump,REP,56.4,615,Voters,2024-04-11,2024-04-12,Older
Cygnal,2.1,Oklahoma,Donald Trump,REP,60.6,615,Voters,2024-04-11,2024-04-12,Older
The Tyson Group,1.1,Arizona,Donald Trump,REP,39,600,Voters,2024-04-10,2024-04-11,Older
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,42,600,Voters,2024-04-08,2024-04-11,Older
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,37,600,Voters,2024-04-08,2024-04-11,Older
Fabrizio,1.7,Arizona,Donald Trump,REP,48,400,Voters,2024-04-07,2024-04-11,Older
Fabrizio,1.7,Arizona,Donald Trump,REP,44,400,Voters,2024-04-07,2024-04-11,Older
Fabrizio,1.7,Arizona,Donald Trump,REP,42,400,Voters,2024-04-07,2024-04-11,Older
Emerson,2.9,Florida,Donald Trump,REP,56.4,1000,Voters,2024-04-09,2024-04-10,Older
Emerson,2.9,Florida,Donald Trump,REP,49.2,1000,Voters,2024-04-09,2024-04-10,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,51,814,Voters,2024-04-03,2024-04-10,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,51,707,Voters,2024-04-03,2024-04-10,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,41,814,Voters,2024-04-03,2024-04-10,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,42,707,Voters,2024-04-03,2024-04-10,Older
North Star Opinion Research,1.1,Wisconsin,Donald Trump,REP,45,600,Voters,2024-04-06,2024-04-09,Older
North Star Opinion Research,1.1,Wisconsin,Donald Trump,REP,37,600,Voters,2024-04-06,2024-04-09,Older
Cygnal,2.1,North Carolina,Donald Trump,REP,43.3,600,Voters,2024-04-07,2024-04-08,Older
Quinnipiac,2.8,North Carolina,Donald Trump,REP,48,1401,Voters,2024-04-04,2024-04-08,Older
Quinnipiac,2.8,North Carolina,Donald Trump,REP,41,1401,Voters,2024-04-04,2024-04-08,Older
Ipsos,2.8,Florida,Donald Trump,REP,39,1014,Adults,2024-04-05,2024-04-07,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,42,608,Voters,2024-04-03,2024-04-07,Older
Cygnal,2.1,Texas,Donald Trump,REP,45.8,1000,Voters,2024-04-04,2024-04-06,Older
Cygnal,2.1,Texas,Donald Trump,REP,50.7,1000,Voters,2024-04-04,2024-04-06,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,55,974,Voters,2024-03-15,2024-04-02,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,47,955,Voters,2024-03-15,2024-04-02,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,60,1139,Voters,2024-03-15,2024-04-02,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,48,1176,Voters,2024-03-15,2024-04-02,Older
RABA Research,1.3,Arizona,Donald Trump,REP,39,503,Voters,2024-03-28,2024-03-31,Older
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,REP,38,431,Voters,2024-03-20,2024-03-31,Older
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,REP,40,430,Voters,2024-03-20,2024-03-31,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,44.9,1218,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,45.5,1145,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,44.5,1218,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,44.9,1145,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,43.9,1218,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,44.3,1145,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,51.5,1218,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Michigan,Donald Trump,REP,51.5,1145,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,47,1305,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,45.4,1305,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,45.7,1305,Voters,2024-03-26,2024-03-30,Older
Big Data Poll,1.1,Pennsylvania,Donald Trump,REP,51.1,1305,Voters,2024-03-26,2024-03-30,Older
High Point University,2.5,North Carolina,Donald Trump,REP,43,1016,Adults,2024-03-22,2024-03-30,Older
High Point University,2.5,North Carolina,Donald Trump,REP,45,829,Voters,2024-03-22,2024-03-30,Older
Emerson,2.9,New Jersey,Donald Trump,REP,39.4,1000,Voters,2024-03-26,2024-03-29,Older
Emerson,2.9,New Jersey,Donald Trump,REP,35.8,1000,Voters,2024-03-26,2024-03-29,Older
MassINC Polling Group,2.8,Massachusetts,Donald Trump,REP,28,1002,Voters,2024-03-21,2024-03-29,Older
Spry Strategies,1.5,Michigan,Donald Trump,REP,48,709,Voters,2024-03-25,2024-03-28,Older
Spry Strategies,1.5,Michigan,Donald Trump,REP,43,709,Voters,2024-03-25,2024-03-28,Older
PPIC,2.5,California,Donald Trump,REP,31,1084,Voters,2024-03-19,2024-03-25,Older
Marist,2.9,Texas,Donald Trump,REP,55,1117,Voters,2024-03-18,2024-03-21,Older
Marist,2.9,Texas,Donald Trump,REP,48,1117,Voters,2024-03-18,2024-03-21,Older
Echelon Insights,2.7,Washington,Donald Trump,REP,37,600,Voters,2024-03-18,2024-03-21,Older
Emerson,2.9,Arizona,Donald Trump,REP,45,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,Georgia,Donald Trump,REP,46,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,Michigan,Donald Trump,REP,45.5,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,Nevada,Donald Trump,REP,45.1,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,North Carolina,Donald Trump,REP,46.9,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,46.6,1000,Voters,2024-03-16,2024-03-20,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,46.7,1000,Voters,2024-03-16,2024-03-20,Older
Echelon Insights,2.7,Arizona,Donald Trump,REP,51,401,Voters,2024-03-12,2024-03-19,Older
Echelon Insights,2.7,Georgia,Donald Trump,REP,52,400,Voters,2024-03-12,2024-03-19,Older
Echelon Insights,2.7,Michigan,Donald Trump,REP,51,400,Voters,2024-03-12,2024-03-19,Older
Echelon Insights,2.7,Nevada,Donald Trump,REP,51,400,Voters,2024-03-12,2024-03-19,Older
Echelon Insights,2.7,Pennsylvania,Donald Trump,REP,49,400,Voters,2024-03-12,2024-03-19,Older
Echelon Insights,2.7,Wisconsin,Donald Trump,REP,46,400,Voters,2024-03-12,2024-03-19,Older
Emerson,2.9,Michigan,Donald Trump,REP,50.3,1000,Voters,2024-03-14,2024-03-18,Older
Emerson,2.9,Michigan,Donald Trump,REP,43.2,1000,Voters,2024-03-14,2024-03-18,Older
Emerson,2.9,Michigan,Donald Trump,REP,44.6,1000,Voters,2024-03-14,2024-03-18,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,51.8,1000,Voters,2024-03-14,2024-03-18,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,43.4,1000,Voters,2024-03-14,2024-03-18,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,50,1097,Voters,2024-03-13,2024-03-18,Older
CNN/SSRS,2.8,Michigan,Donald Trump,REP,40,1097,Voters,2024-03-13,2024-03-18,Older
CNN/SSRS,2.8,Pennsylvania,Donald Trump,REP,46,1132,Voters,2024-03-13,2024-03-18,Older
CNN/SSRS,2.8,Pennsylvania,Donald Trump,REP,40,1132,Voters,2024-03-13,2024-03-18,Older
North Star Opinion Research,1.1,Arizona,Donald Trump,REP,46,600,Voters,2024-03-14,2024-03-17,Older
North Star Opinion Research,1.1,Arizona,Donald Trump,REP,37,600,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,44,516,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,46,875,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,44,760,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,41,616,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,43,642,Voters,2024-03-14,2024-03-17,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,44,775,Voters,2024-03-14,2024-03-17,Older
Mitchell,2.4,Michigan,Donald Trump,REP,47,627,Voters,2024-03-15,2024-03-16,Older
Mitchell,2.4,Michigan,Donald Trump,REP,44,627,Voters,2024-03-15,2024-03-16,Older
Emerson,2.9,Arizona,Donald Trump,REP,52.3,1000,Voters,2024-03-12,2024-03-15,Older
Emerson,2.9,Arizona,Donald Trump,REP,45.8,1000,Voters,2024-03-12,2024-03-15,Older
Emerson,2.9,Nevada,Donald Trump,REP,51.3,1000,Voters,2024-03-12,2024-03-15,Older
Emerson,2.9,Nevada,Donald Trump,REP,41,1000,Voters,2024-03-12,2024-03-15,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,42,447,Voters,2024-03-08,2024-03-15,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,46,447,Voters,2024-03-08,2024-03-15,Older
Marist,2.9,Georgia,Donald Trump,REP,51,1177,Voters,2024-03-11,2024-03-14,Older
Marist,2.9,Georgia,Donald Trump,REP,45,1177,Voters,2024-03-11,2024-03-14,Older
Marist,2.9,North Carolina,Donald Trump,REP,51,1197,Voters,2024-03-11,2024-03-14,Older
Marist,2.9,North Carolina,Donald Trump,REP,46,1197,Voters,2024-03-11,2024-03-14,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,43,796,Voters,2024-03-08,2024-03-14,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,48,796,Voters,2024-03-08,2024-03-14,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,41,697,Voters,2024-03-08,2024-03-14,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,45,697,Voters,2024-03-08,2024-03-14,Older
St. Pete Polls,2.4,Florida,Donald Trump,REP,47.5,1963,Voters,2024-03-11,2024-03-13,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,51.8,1000,Voters,2024-03-10,2024-03-13,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,43.7,1000,Voters,2024-03-10,2024-03-13,Older
Quinnipiac,2.8,Michigan,Donald Trump,REP,48,1487,Voters,2024-03-08,2024-03-12,Older
Quinnipiac,2.8,Michigan,Donald Trump,REP,41,1487,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,45,788,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,788,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,40,698,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,45,698,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,699,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,49,699,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,44,807,Voters,2024-03-08,2024-03-12,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,45,807,Voters,2024-03-08,2024-03-12,Older
East Carolina University,2.6,Ohio,Donald Trump,REP,48.1,1298,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,51.4,1378,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,51.8,1318,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,49.9,1378,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,50.6,1318,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,49.5,1378,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,50,1318,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,56.6,1378,Voters,2024-03-08,2024-03-11,Older
Big Data Poll,1.1,Florida,Donald Trump,REP,56.3,1318,Voters,2024-03-08,2024-03-11,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1149,Voters,2024-03-07,2024-03-11,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,42,1149,Voters,2024-03-07,2024-03-11,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,49,1121,Voters,2024-03-07,2024-03-11,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,43,1121,Voters,2024-03-07,2024-03-11,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,50,1241,Voters,2024-03-06,2024-03-11,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,44,1241,Voters,2024-03-06,2024-03-11,Older
SurveyUSA,2.8,Ohio,Kamala Harris,DEM,38,1241,Voters,2024-03-06,2024-03-11,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,2024-03-06,2024-03-11,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,2024-03-06,2024-03-11,Older
SurveyUSA,2.8,Ohio,Donald Trump,REP,51,1241,Voters,2024-03-06,2024-03-11,Older
YouGov,3,Georgia,Donald Trump,REP,51,1126,Voters,2024-03-04,2024-03-11,Older
Emerson,2.9,Ohio,Donald Trump,REP,55.4,1300,Voters,2024-03-07,2024-03-10,Older
Emerson,2.9,Ohio,Donald Trump,REP,47.1,1300,Voters,2024-03-07,2024-03-10,Older
SurveyUSA,2.8,North Carolina,Donald Trump,REP,50,598,Voters,2024-03-03,2024-03-09,Older
Cygnal,2.1,North Carolina,Donald Trump,REP,45.2,600,Voters,2024-03-06,2024-03-07,Older
Emerson,2.9,Georgia,Donald Trump,REP,52,1000,Voters,2024-03-05,2024-03-07,Older
Emerson,2.9,Georgia,Donald Trump,REP,44.2,1000,Voters,2024-03-05,2024-03-07,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,45,450,Voters,2024-02-26,2024-03-06,Older
Emerson,2.9,Indiana,Donald Trump,REP,54.8,1000,Voters,2024-03-02,2024-03-05,Older
Noble Predictive Insights,2.4,Nevada,Donald Trump,REP,45,829,Voters,2024-02-27,2024-03-05,Older
Noble Predictive Insights,2.4,Nevada,Donald Trump,REP,40,829,Voters,2024-02-27,2024-03-05,Older
Emerson,2.9,Montana,Donald Trump,REP,55.6,1000,Voters,2024-02-26,2024-03-02,Older
Emerson,2.9,Montana,Donald Trump,REP,48.5,1000,Voters,2024-02-26,2024-03-02,Older
Data for Progress,2.6,Alaska,Donald Trump,REP,53,1120,Voters,2024-02-23,2024-03-02,Older
Data for Progress,2.6,Alaska,Donald Trump,REP,53,1120,Voters,2024-02-23,2024-03-02,Older
Selzer,2.8,Iowa,Donald Trump,REP,48,640,Voters,2024-02-25,2024-02-28,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,38,1603,Voters,2024-02-23,2024-02-28,Older
Emerson,2.9,California,Donald Trump,REP,35.1,1000,Voters,2024-02-24,2024-02-27,Older
Emerson,2.9,California,Donald Trump,REP,31.5,1000,Voters,2024-02-24,2024-02-27,Older
UC Berkeley,2.5,California,Donald Trump,REP,28,6536,Voters,2024-02-22,2024-02-26,Older
UC Berkeley,2.5,California,Donald Trump,REP,34,6536,Voters,2024-02-22,2024-02-26,Older
Rasmussen,2.1,Arizona,Donald Trump,REP,47,1001,Voters,2024-02-21,2024-02-26,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,46,1167,Voters,2024-02-18,2024-02-26,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,41,1167,Voters,2024-02-18,2024-02-26,Older
North Star Opinion Research,1.1,Michigan,Donald Trump,REP,43,600,Voters,2024-02-22,2024-02-25,Older
Emerson,2.9,Michigan,Donald Trump,REP,46,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Michigan,Donald Trump,REP,42.4,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,45.2,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,40.8,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,43.6,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,47,1000,Voters,2024-02-20,2024-02-24,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,44.7,1000,Voters,2024-02-20,2024-02-24,Older
Kaplan Strategies,2,Wisconsin,Donald Trump,REP,41,941,Voters,2024-02-22,2024-02-23,Older
Kaplan Strategies,2,Michigan,Donald Trump,REP,46,1019,Voters,2024-02-22,2024-02-23,Older
Emerson,2.9,Nevada,Donald Trump,REP,46,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Nevada,Donald Trump,REP,44.3,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Nevada,Kamala Harris,DEM,38.9,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Nevada,Donald Trump,REP,47.6,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Nevada,Donald Trump,REP,49,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Arizona,Donald Trump,REP,45.6,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Arizona,Donald Trump,REP,42.6,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,40.3,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.6,1000,Voters,2024-02-16,2024-02-19,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.3,1000,Voters,2024-02-16,2024-02-19,Older
Roanoke College,2.6,Virginia,Donald Trump,REP,43,705,Adults,2024-02-11,2024-02-19,Older
Emerson,2.9,California,Donald Trump,REP,32.6,1000,Voters,2024-02-16,2024-02-18,Older
Emerson,2.9,California,Donald Trump,REP,30.7,1000,Voters,2024-02-16,2024-02-18,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,45,600,Voters,2024-02-13,2024-02-18,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,45,798,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,49,798,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,45,800,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,800,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,41,702,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,702,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,445,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48,445,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,705,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,50,705,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,45,803,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,49,803,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,41,702,Voters,2024-02-12,2024-02-18,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,46,702,Voters,2024-02-12,2024-02-18,Older
Emerson,2.9,South Carolina,Donald Trump,REP,50.6,1197,Voters,2024-02-14,2024-02-16,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,45.1,1000,Voters,2024-02-14,2024-02-16,Older
