pollster,numeric_grade,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-31,2023-04-02,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,2023-03-31,2023-04-01,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-30,2023-04-01,Older
YouGov,3,Donald Trump,REP,43,729,Voters,2023-03-30,2023-03-31,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-29,2023-03-31,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-28,2023-03-30,Older
Echelon Insights,2.7,Donald Trump,REP,44,1007,Voters,2023-03-27,2023-03-29,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-27,2023-03-29,Older
Ipsos,2.8,Donald Trump,REP,32,1030,Adults,2023-03-21,2023-03-29,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-26,2023-03-28,Older
Cygnal,2.1,Donald Trump,REP,44.5,2550,Voters,2023-03-26,2023-03-27,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-25,2023-03-27,Older
Quinnipiac,2.8,Donald Trump,REP,46,1600,Voters,2023-03-23,2023-03-27,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-24,2023-03-26,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-23,2023-03-25,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-22,2023-03-24,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,2905,Voters,2023-03-22,2023-03-23,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2905,Voters,2023-03-22,2023-03-23,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,48,2905,Voters,2023-03-22,2023-03-23,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2905,Voters,2023-03-22,2023-03-23,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2905,Voters,2023-03-22,2023-03-23,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-21,2023-03-23,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-20,2023-03-22,Older
Marquette Law School,3,Donald Trump,REP,38,1004,Adults,2023-03-13,2023-03-22,Older
Marquette Law School,3,Donald Trump,REP,38,863,Voters,2023-03-13,2023-03-22,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-19,2023-03-21,Older
Premise,1.9,Donald Trump,REP,47,1978,Adults,2023-03-16,2023-03-21,Older
Premise,1.9,Donald Trump,REP,47,1509,Voters,2023-03-16,2023-03-21,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,40,1500,Voters,2023-03-20,2023-03-20,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,2023-03-20,2023-03-20,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1500,Voters,2023-03-20,2023-03-20,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1250,Voters,2023-03-20,2023-03-20,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1250,Voters,2023-03-20,2023-03-20,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,45,1250,Voters,2023-03-20,2023-03-20,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-18,2023-03-20,Older
YouGov,3,Donald Trump,REP,43,1059,Voters,2023-03-16,2023-03-20,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2023-03-16,2023-03-20,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,2023-03-16,2023-03-20,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2023-03-16,2023-03-20,Older
Ipsos,2.8,Donald Trump,REP,35,4410,Adults,2023-03-14,2023-03-20,Older
Ipsos,2.8,Donald Trump,IND,19,4410,Adults,2023-03-14,2023-03-20,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-17,2023-03-19,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-16,2023-03-18,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-15,2023-03-17,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-14,2023-03-16,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-13,2023-03-15,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-12,2023-03-14,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-11,2023-03-13,Older
Quinnipiac,2.8,Donald Trump,REP,45,1635,Voters,2023-03-09,2023-03-13,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-10,2023-03-12,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-09,2023-03-11,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-08,2023-03-10,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-07,2023-03-09,Older
Wick,1.4,Donald Trump,REP,42.5,1125,Voters,2023-03-06,2023-03-09,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,40,1500,Voters,2023-03-07,2023-03-08,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1201,Voters,2023-03-07,2023-03-08,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-06,2023-03-08,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-03-05,2023-03-07,Older
Premise,1.9,Donald Trump,REP,44,2116,Adults,2023-03-04,2023-03-07,Older
Premise,1.9,Donald Trump,REP,45,1621,Voters,2023-03-04,2023-03-07,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-04,2023-03-06,Older
Morning Consult,1.9,Donald Trump,REP,43,5000,Voters,2023-03-03,2023-03-05,Older
Morning Consult,1.9,Donald Trump,REP,43,5000,Voters,2023-03-02,2023-03-04,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,2023-03-01,2023-03-03,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-28,2023-03-02,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-27,2023-03-01,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-26,2023-02-28,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-25,2023-02-27,Older
Cygnal,2.1,Donald Trump,REP,45,2424,Voters,2023-02-24,2023-02-27,Older
YouGov,3,Donald Trump,REP,45,1014,Voters,2023-02-23,2023-02-27,Older
YouGov,3,Kamala Harris,DEM,42,1014,Voters,2023-02-23,2023-02-27,Older
YouGov,3,Donald Trump,REP,45,1014,Voters,2023-02-23,2023-02-27,Older
YouGov,3,Kamala Harris,DEM,40,1014,Voters,2023-02-23,2023-02-27,Older
YouGov,3,Donald Trump,REP,38,1000,Adults,2023-02-22,2023-02-27,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-24,2023-02-26,Older
Susquehanna,2.3,Donald Trump,REP,39,800,Voters,2023-02-19,2023-02-26,Older
Emerson,2.9,Donald Trump,REP,45.6,1060,Voters,2023-02-24,2023-02-25,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,2023-02-23,2023-02-25,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-22,2023-02-24,Older
Echelon Insights,2.7,Donald Trump,REP,44,1023,Voters,2023-02-21,2023-02-23,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-21,2023-02-23,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2023-02-17,2023-02-23,Older
McLaughlin,0.5,Kamala Harris,DEM,43,1000,Voters,2023-02-17,2023-02-23,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2023-02-17,2023-02-23,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-20,2023-02-22,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-19,2023-02-21,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-18,2023-02-20,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2023-02-19,2023-02-19,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1500,Voters,2023-02-19,2023-02-19,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2023-02-19,2023-02-19,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1102,Voters,2023-02-19,2023-02-19,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,41,1102,Voters,2023-02-19,2023-02-19,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1102,Voters,2023-02-19,2023-02-19,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,2023-02-17,2023-02-19,Older
Morning Consult,1.9,Donald Trump,REP,41,2000,Voters,2023-02-16,2023-02-19,Older
Premise,1.9,Donald Trump,REP,42,2228,Adults,2023-02-16,2023-02-19,Older
Premise,1.9,Donald Trump,REP,42,1717,Voters,2023-02-16,2023-02-19,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-16,2023-02-18,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-15,2023-02-17,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,46,1838,Voters,2023-02-15,2023-02-16,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,1838,Voters,2023-02-15,2023-02-16,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,49,1838,Voters,2023-02-15,2023-02-16,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,1838,Voters,2023-02-15,2023-02-16,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-14,2023-02-16,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-13,2023-02-15,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-12,2023-02-14,Older
Quinnipiac,2.8,Donald Trump,REP,46,1429,Voters,2023-02-09,2023-02-14,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-11,2023-02-13,Older
Ipsos,2.8,Donald Trump,REP,42,944,Voters,2023-02-06,2023-02-13,Older
Ipsos,2.8,Donald Trump,REP,39,914,Voters,2023-02-06,2023-02-13,Older
Ipsos,2.8,Donald Trump,REP,40,1102,Adults,2023-02-06,2023-02-13,Older
Ipsos,2.8,Donald Trump,REP,38,1103,Adults,2023-02-06,2023-02-13,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,2023-02-10,2023-02-12,Older
Rasmussen,2.1,Donald Trump,REP,42,900,Voters,2023-02-08,2023-02-12,Older
Rasmussen,2.1,Kamala Harris,DEM,42,900,Voters,2023-02-08,2023-02-12,Older
Rasmussen,2.1,Donald Trump,REP,45,900,Voters,2023-02-08,2023-02-12,Older
PPP,1.4,Donald Trump,REP,45,1056,Voters,2023-02-10,2023-02-11,Older
PPP,1.4,Donald Trump,REP,44,1056,Voters,2023-02-10,2023-02-11,Older
PPP,1.4,Kamala Harris,DEM,47,1056,Voters,2023-02-10,2023-02-11,Older
PPP,1.4,Donald Trump,REP,47,1056,Voters,2023-02-10,2023-02-11,Older
PPP,1.4,Donald Trump,REP,46,1056,Voters,2023-02-10,2023-02-11,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-02-09,2023-02-11,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-02-08,2023-02-10,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-02-07,2023-02-09,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-06,2023-02-08,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-05,2023-02-07,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-04,2023-02-06,Older
Premise,1.9,Donald Trump,REP,43,2194,Adults,2023-02-03,2023-02-06,Older
Premise,1.9,Donald Trump,REP,44,1655,Voters,2023-02-03,2023-02-06,Older
YouGov,3,Donald Trump,REP,41,1063,Voters,2023-02-02,2023-02-06,Older
Morning Consult,1.9,Donald Trump,REP,40,6000,Voters,2023-02-03,2023-02-05,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-02,2023-02-04,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-02-01,2023-02-03,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-31,2023-02-02,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-30,2023-02-01,Older
ABC/Washington Post,3,Donald Trump,REP,48,895,Voters,2023-01-27,2023-02-01,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-29,2023-01-31,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-28,2023-01-30,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2023-01-28,2023-01-29,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1500,Voters,2023-01-28,2023-01-29,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,2023-01-28,2023-01-29,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1139,Voters,2023-01-28,2023-01-29,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,38,1139,Voters,2023-01-28,2023-01-29,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1139,Voters,2023-01-28,2023-01-29,Older
Morning Consult,1.9,Donald Trump,REP,40,6000,Voters,2023-01-27,2023-01-29,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-26,2023-01-28,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-25,2023-01-27,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-24,2023-01-26,Older
Echelon Insights,2.7,Donald Trump,REP,42,1024,Voters,2023-01-23,2023-01-25,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-23,2023-01-25,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-22,2023-01-24,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2023-01-19,2023-01-24,Older
McLaughlin,0.5,Kamala Harris,DEM,40,1000,Voters,2023-01-19,2023-01-24,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,2023-01-19,2023-01-24,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-21,2023-01-23,Older
Premise,1.9,Donald Trump,REP,50,2288,Adults,2023-01-19,2023-01-23,Older
Premise,1.9,Donald Trump,REP,48,1676,Voters,2023-01-19,2023-01-23,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,2023-01-20,2023-01-22,Older
Emerson,2.9,Donald Trump,REP,43.9,1015,Voters,2023-01-19,2023-01-21,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-19,2023-01-21,Older
Cygnal,2.1,Donald Trump,REP,43.9,2529,Voters,2023-01-19,2023-01-20,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-18,2023-01-20,Older
Marquette Law School,3,Donald Trump,REP,39,1000,Adults,2023-01-09,2023-01-20,Older
Marquette Law School,3,Donald Trump,REP,40,790,Voters,2023-01-09,2023-01-20,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,46,2050,Voters,2023-01-18,2023-01-19,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2050,Voters,2023-01-18,2023-01-19,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,48,2050,Voters,2023-01-18,2023-01-19,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2050,Voters,2023-01-18,2023-01-19,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-17,2023-01-19,Older
YouGov,3,Donald Trump,REP,36,1500,Adults,2023-01-14,2023-01-17,Older
YouGov,3,Donald Trump,REP,42,1314,Voters,2023-01-14,2023-01-17,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,2000,Voters,2023-01-16,2023-01-16,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,2000,Voters,2023-01-16,2023-01-16,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,2000,Voters,2023-01-16,2023-01-16,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1458,Voters,2023-01-16,2023-01-16,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,39,1458,Voters,2023-01-16,2023-01-16,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1458,Voters,2023-01-16,2023-01-16,Older
YouGov,3,Donald Trump,REP,40,1028,Voters,2023-01-12,2023-01-16,Older
Morning Consult,1.9,Donald Trump,REP,40,6000,Voters,2023-01-10,2023-01-12,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-09,2023-01-11,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-08,2023-01-10,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-07,2023-01-09,Older
Morning Consult,1.9,Donald Trump,REP,41,7500,Voters,2023-01-06,2023-01-08,Older
Premise,1.9,Donald Trump,REP,50,2220,Adults,2023-01-05,2023-01-08,Older
Premise,1.9,Donald Trump,REP,50,1642,Voters,2023-01-05,2023-01-08,Older
WPAi,1.7,Donald Trump,REP,41,1035,Voters,2023-01-02,2023-01-08,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-05,2023-01-07,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2023-01-04,2023-01-06,Older
RMG Research,2.3,Donald Trump,REP,41,1000,Voters,2023-01-03,2023-01-05,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-03,2023-01-05,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-02,2023-01-04,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2023-01-01,2023-01-03,Older
Morning Consult,1.9,Donald Trump,REP,40,8000,Voters,2022-12-31,2023-01-02,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-30,2023-01-01,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-29,2022-12-31,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-28,2022-12-30,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-27,2022-12-29,Older
Data for Progress,2.6,Donald Trump,REP,45,1189,Voters,2022-12-22,2022-12-29,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-26,2022-12-28,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-25,2022-12-27,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-24,2022-12-26,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-23,2022-12-25,Older
HarrisX,1.5,Donald Trump,REP,43,26230,Voters,2022-12-07,2022-12-25,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-22,2022-12-24,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-21,2022-12-23,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-20,2022-12-22,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-19,2022-12-21,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-18,2022-12-20,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-17,2022-12-19,Older
YouGov,3,Donald Trump,REP,41,1041,Voters,2022-12-15,2022-12-19,Older
Morning Consult,1.9,Donald Trump,REP,41,7000,Voters,2022-12-16,2022-12-18,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-15,2022-12-17,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-14,2022-12-16,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,1851,Voters,2022-12-14,2022-12-15,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,1851,Voters,2022-12-14,2022-12-15,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,46,1851,Voters,2022-12-14,2022-12-15,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,1851,Voters,2022-12-14,2022-12-15,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-13,2022-12-15,Older
Echelon Insights,2.7,Donald Trump,REP,44,1021,Voters,2022-12-12,2022-12-14,Older
Echelon Insights,2.7,Donald Trump,REP,42,1021,Voters,2022-12-12,2022-12-14,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-12,2022-12-14,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,2022-12-09,2022-12-14,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,2022-12-09,2022-12-14,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,2022-12-09,2022-12-14,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-11,2022-12-13,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-10,2022-12-12,Older
Morning Consult,1.9,Donald Trump,REP,41,7000,Voters,2022-12-09,2022-12-11,Older
Suffolk,2.9,Donald Trump,REP,39.5,1000,Voters,2022-12-07,2022-12-11,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-08,2022-12-10,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-07,2022-12-09,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-06,2022-12-08,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-05,2022-12-07,Older
Fabrizio/Impact,1.7,Donald Trump,REP,43,1500,Voters,2022-12-03,2022-12-07,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-04,2022-12-06,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2022-12-05,2022-12-05,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,2022-12-05,2022-12-05,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,2022-12-05,2022-12-05,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1162,Voters,2022-12-05,2022-12-05,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,41,1162,Voters,2022-12-05,2022-12-05,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1162,Voters,2022-12-05,2022-12-05,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,2022-12-03,2022-12-05,Older
YouGov,3,Donald Trump,REP,35,1635,Adults,2022-12-01,2022-12-05,Older
YouGov,3,Donald Trump,REP,42,1204,Voters,2022-12-01,2022-12-05,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-02,2022-12-04,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-12-01,2022-12-03,Older
Morning Consult,1.9,Donald Trump,REP,40,5000,Voters,2022-11-30,2022-12-02,Older
Marquette Law School,3,Donald Trump,REP,34,1004,Adults,2022-11-15,2022-11-22,Older
Marquette Law School,3,Donald Trump,REP,34,840,Voters,2022-11-15,2022-11-22,Older
Premise,1.9,Donald Trump,REP,47,1747,Adults,2022-11-19,2022-11-20,Older
Emerson,2.9,Donald Trump,REP,40.9,1380,Voters,2022-11-18,2022-11-19,Older
Echelon Insights,2.7,Donald Trump,REP,45,1036,Voters,2022-11-17,2022-11-19,Older
Echelon Insights,2.7,Donald Trump,REP,45,1036,Voters,2022-11-17,2022-11-19,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,2022-11-17,2022-11-17,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1500,Voters,2022-11-17,2022-11-17,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,2022-11-17,2022-11-17,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1203,Voters,2022-11-17,2022-11-17,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,43,1203,Voters,2022-11-17,2022-11-17,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1203,Voters,2022-11-17,2022-11-17,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2212,Voters,2022-11-16,2022-11-17,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2212,Voters,2022-11-16,2022-11-17,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,47,2212,Voters,2022-11-16,2022-11-17,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,2212,Voters,2022-11-16,2022-11-17,Older
Leger,2,Donald Trump,REP,33,1007,Adults,2022-11-11,2022-11-13,Older
Rasmussen,2.1,Donald Trump,REP,47,1767,Voters,2022-11-08,2022-11-09,Older
GQR,2,Donald Trump,REP,48,1000,Voters,2022-11-06,2022-11-08,Older
Morning Consult,1.9,Donald Trump,REP,43,3980,Voters,2022-11-02,2022-11-07,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2022-11-02,2022-11-02,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1500,Voters,2022-11-02,2022-11-02,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,2022-11-02,2022-11-02,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1084,Voters,2022-11-02,2022-11-02,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,38,1084,Voters,2022-11-02,2022-11-02,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,45,1084,Voters,2022-11-02,2022-11-02,Older
Premise,1.9,Donald Trump,REP,53,1540,Adults,2022-10-31,2022-11-02,Older
Premise,1.9,Donald Trump,REP,53,1211,Voters,2022-10-31,2022-11-02,Older
YouGov,3,Donald Trump,REP,36,1641,Adults,2022-10-27,2022-10-31,Older
YouGov,3,Donald Trump,REP,42,1172,Voters,2022-10-27,2022-10-31,Older
Benenson,1.5,Donald Trump,REP,43,1000,Voters,2022-10-27,2022-10-30,Older
Echelon Insights,2.7,Donald Trump,REP,46,1014,Voters,2022-10-24,2022-10-26,Older
Echelon Insights,2.7,Donald Trump,REP,46,1014,Voters,2022-10-24,2022-10-26,Older
Fabrizio/Impact,1.7,Donald Trump,REP,46,1500,Voters,2022-10-22,2022-10-26,Older
Suffolk,2.9,Donald Trump,REP,41.7,1000,Voters,2022-10-19,2022-10-24,Older
Emerson,2.9,Donald Trump,REP,40.1,1000,Voters,2022-10-18,2022-10-19,Older
YouGov,3,Donald Trump,REP,39,1629,Adults,2022-10-13,2022-10-17,Older
YouGov,3,Donald Trump,REP,44,1209,Voters,2022-10-13,2022-10-17,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,2022-10-12,2022-10-17,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,2022-10-12,2022-10-17,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,2022-10-12,2022-10-17,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,2010,Voters,2022-10-12,2022-10-13,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2010,Voters,2022-10-12,2022-10-13,Older
