pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Echelon Insights,2.7,Donald Trump,REP,46,1014,Voters,Online Panel,Older
Fabrizio/Impact,1.7,Joe Biden,DEM,46,1500,Voters,Live Phone,Older
Fabrizio/Impact,1.7,Donald Trump,REP,46,1500,Voters,Live Phone,Older
YouGov,3,Gavin Newsom,DEM,49,5050,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,51,5050,Voters,Online Panel,Older
Suffolk,2.9,Joe Biden,DEM,45.5,1000,Voters,Live Phone,Older
Suffolk,2.9,Donald Trump,REP,41.7,1000,Voters,Live Phone,Older
Emerson,2.9,Joe Biden,DEM,43,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,40.1,1000,Voters,IVR/Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1629,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1629,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,46,1209,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1209,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,43,2010,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,2010,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2010,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,49,2010,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,41,2010,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,39,2010,Voters,Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,40,1000,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,44,1000,Voters,IVR/Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1110,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1110,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1110,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1110,Voters,Online Panel,Older
Siena/NYT,3,Joe Biden,DEM,44,792,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,45,792,Voters,Live Phone,Older
Siena/NYT,3,Joe Biden,DEM,42,792,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,43,792,Voters,Live Phone,Older
Siena/NYT,3,Joe Biden,DEM,44,792,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,45,792,Voters,Live Phone,Older
Susquehanna,2.3,Joe Biden,DEM,48,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,44,800,Voters,Live Phone,Older
Susquehanna,2.3,Kamala Harris,DEM,54,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,39,800,Voters,Live Phone,Older
John Zogby Strategies,1.8,Jerome Michael Segal,DEM,40,1006,Voters,Online Panel,Older
John Zogby Strategies,1.8,Donald Trump,REP,39,1006,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,43,1128,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1128,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,41,1128,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1128,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,41,1566,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1566,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,47,1138,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1138,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,45,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,45.3,1368,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,43.9,1368,Voters,IVR/Online Panel,Older
ABC/Washington Post,3,Joe Biden,DEM,48,1006,Adults,Live Phone,Older
ABC/Washington Post,3,Donald Trump,REP,46,1006,Adults,Live Phone,Older
ABC/Washington Post,3,Joe Biden,DEM,46,908,Voters,Live Phone,Older
ABC/Washington Post,3,Donald Trump,REP,48,908,Voters,Live Phone,Older
Echelon Insights,2.7,Joe Biden,DEM,47,1056,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1056,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,47,1056,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1056,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,51,1703,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,49,1703,Adults,App Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,43,1163,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,40,1163,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1163,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1163,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,40,1448,Adults,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,36,1448,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,42,1282,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,36,1282,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,40,1448,Adults,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,35,1448,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,43,1282,Voters,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,38,1282,Voters,Probability Panel,Older
Siena/NYT,3,Joe Biden,DEM,45,1399,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,42,1399,Voters,Live Phone,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,42,1854,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,1854,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,1854,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,47,1854,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,41,1854,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,38,1854,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1228,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,45,1228,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1228,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,41,1228,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1634,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1634,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,48,1247,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1247,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,49,1572,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,51,1572,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,51,1185,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,49,1185,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,42,1572,Adults,App Panel,Older
Premise,1.9,Liz Cheney,REP,58,1572,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,42,1185,Voters,App Panel,Older
Premise,1.9,Liz Cheney,REP,58,1185,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,36,1572,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,45,1572,Adults,App Panel,Older
Premise,1.9,Liz Cheney,IND,19,1572,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,37,1185,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,42,1185,Voters,App Panel,Older
Premise,1.9,Liz Cheney,IND,21,1185,Voters,App Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1050,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1050,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1050,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1050,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Fabrizio/Impact,1.7,Joe Biden,DEM,50,1313,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Donald Trump,REP,44,1313,Voters,Live Phone/Text-to-Web,Older
Emerson,2.9,Joe Biden,DEM,43.2,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,42.3,1000,Voters,IVR/Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,45,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,48,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,42,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,47,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,42,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,39,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,39,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Liz Cheney,IND,12,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,38,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,41,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Liz Cheney,IND,12,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,21,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,IND,22,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,23,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,IND,21,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,43,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,37,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Andrew Yang,OTH,9,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,43,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,39,1054,Voters,Online Panel,Older
Echelon Insights,2.7,Andrew Yang,OTH,8,1054,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1563,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1563,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,46,1185,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1185,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,29,1563,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,37,1563,Adults,Online Panel,Older
YouGov,3,Liz Cheney,IND,11,1563,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,32,1185,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1185,Voters,Online Panel,Older
YouGov,3,Liz Cheney,IND,11,1185,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,39,1000,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,36,1000,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,36,1000,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,35,1000,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,38,1000,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,20,1000,Adults,Online Panel,Older
YouGov,3,Donald Trump,IND,19,1000,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,805,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,805,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,805,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,40,805,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,805,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,23,805,Voters,Online Panel,Older
YouGov,3,Donald Trump,IND,18,805,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,39,1156,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1156,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1156,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1156,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,41,1557,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1557,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1152,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1152,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1557,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,36,1557,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1152,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,42,1152,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,42,1557,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1557,Adults,Online Panel,Older
YouGov,3,Kamala Harris,DEM,45,1152,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1152,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,35,1094,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1094,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1094,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1094,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,41,1885,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,1885,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,1885,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,47,1885,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,41,1885,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,40,1885,Voters,Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,40,1000,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,46,1000,Voters,IVR/Online Panel,Older
Suffolk,2.9,Joe Biden,DEM,44.6,1000,Voters,Live Phone,Older
Suffolk,2.9,Donald Trump,REP,40.9,1000,Voters,Live Phone,Older
Emerson,2.9,Joe Biden,DEM,42.5,1078,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,45.5,1078,Voters,IVR/Online Panel,Older
Emerson,2.9,Bernie Sanders,DEM,40.4,1078,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,45.1,1078,Voters,IVR/Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,46,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,45,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,41,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,39,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,43,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,42,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,43,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,40,1022,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,47,635,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,53,635,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,46,635,Adults,App Panel,Older
Premise,1.9,Mike Pence,REP,54,635,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,47,635,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,53,635,Adults,App Panel,Older
Trafalgar Group,0.7,Joe Biden,DEM,42.6,1085,Voters,IVR/Live Phone/Text/Online Panel/Email,Older
Trafalgar Group,0.7,Donald Trump,REP,47.9,1085,Voters,IVR/Live Phone/Text/Online Panel/Email,Older
YouGov,3,Joe Biden,DEM,39,1672,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1672,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1261,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1261,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,39,1078,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1078,Voters,Online Panel,Older
Siena/NYT,3,Joe Biden,DEM,44,849,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,41,849,Voters,Live Phone,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,40,1308,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,43,1308,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,1308,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,1308,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,1308,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,37,1308,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,39.3,1271,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,43.9,1271,Voters,IVR/Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1630,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1630,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,41,1630,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,37,1630,Adults,Online Panel,Older
YouGov,3,Kamala Harris,DEM,41,1630,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1630,Adults,Online Panel,Older
YouGov,3,Kamala Harris,DEM,41,1630,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,37,1630,Adults,Online Panel,Older
YouGov,3,Gavin Newsom,DEM,40,1630,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1630,Adults,Online Panel,Older
YouGov,3,Gavin Newsom,DEM,39,1630,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,36,1630,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,46,1239,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1239,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1239,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,42,1239,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,44,1239,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1239,Voters,Online Panel,Older
YouGov,3,Kamala Harris,DEM,45,1239,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,43,1239,Voters,Online Panel,Older
YouGov,3,Gavin Newsom,DEM,45,1239,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1239,Voters,Online Panel,Older
YouGov,3,Gavin Newsom,DEM,43,1239,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,42,1239,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,39,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,40,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Matthew David McConaughey,IND,11,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,44,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,38,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,39,1030,Voters,Online Panel,Older
Echelon Insights,2.7,Matthew David McConaughey,IND,12,1030,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,38,1064,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1064,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1064,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1064,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,39,1541,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1541,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1243,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1243,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,38,1173,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1173,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1173,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,46,1173,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,41.8,1148,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,44.4,1148,Voters,IVR/Online Panel,Older
Emerson,2.9,Elon Reeve Musk,UNK,29.3,1148,Voters,IVR/Online Panel,Older
Emerson,2.9,Mark Cuban,UNK,20.3,1148,Voters,IVR/Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,44,1020,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1020,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1020,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1020,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1573,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1573,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1360,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1360,Voters,Online Panel,Older
